timestamp,apn1,apn2,connection_state,technology,raw_rssi,rssi,ber,rscp,rsrp,rsrq,mcc,mnc,network_provider,operator
2023-06-21 14:44:56,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,-,-
2023-06-21 14:45:06,0,0,connectedRoaming,lte,0,-103,0,0,-102,-6,240,08,-,-
2023-06-21 14:45:17,0,0,connectedRoaming,lte,0,-103,0,0,-102,-6,240,08,-,-
2023-06-21 14:45:27,0,0,connectedRoaming,lte,0,-87,0,0,-87,-6,240,08,-,-
2023-06-21 14:45:37,0,0,connectedRoaming,lte,0,-99,0,0,-99,-6,240,08,-,-
2023-06-21 14:45:47,0,0,connectedRoaming,lte,0,-113,0,0,-112,-14,240,08,-,-
2023-06-21 14:45:57,0,0,connectedRoaming,lte,0,-111,0,0,-111,-14,240,08,-,-
2023-06-21 14:46:08,0,0,connectedRoaming,lte,0,-107,0,0,-107,-10,240,08,-,-
2023-06-21 14:46:18,0,0,connectedRoaming,lte,0,-105,0,0,-104,-8,240,08,-,-
2023-06-21 14:46:28,0,0,connectedRoaming,lte,0,-101,0,0,-100,-7,240,08,-,-
2023-06-21 14:46:38,0,0,connectedRoaming,lte,0,-91,0,0,-91,-8,240,08,-,-
2023-06-21 14:46:48,0,0,connectedRoaming,lte,0,-85,0,0,-85,-10,240,08,-,-
2023-06-21 14:46:59,0,0,connectedRoaming,lte,0,-95,0,0,-95,-7,240,08,-,-
2023-06-21 14:47:09,0,0,connectedRoaming,lte,0,-103,0,0,-103,-11,240,08,-,-
2023-06-21 14:47:19,0,0,connectedRoaming,lte,0,-95,0,0,-94,-8,240,08,-,-
2023-06-21 14:47:29,0,0,connectedRoaming,lte,0,-99,0,0,-99,-8,240,08,-,-
2023-06-21 14:47:39,0,0,connectedRoaming,lte,0,-91,0,0,-91,-6,240,08,-,-
2023-06-21 14:47:50,0,0,connectedRoaming,lte,0,-87,0,0,-87,-6,240,08,-,-
2023-06-21 14:48:00,0,0,connectedRoaming,lte,0,-91,0,0,-90,-7,240,08,-,-
2023-06-21 14:48:10,0,0,connectedRoaming,lte,0,-77,0,0,-77,-6,240,08,-,-
2023-06-21 14:48:20,0,0,connectedRoaming,lte,0,-75,0,0,-75,-5,240,08,-,-
2023-06-21 14:48:30,0,0,connectedRoaming,lte,0,-81,0,0,-81,-9,240,08,-,-
2023-06-21 14:48:41,0,0,connectedRoaming,lte,0,-73,0,0,-72,-9,240,08,-,-
2023-06-21 14:48:51,0,0,connectedRoaming,lte,0,-69,0,0,-68,-9,240,08,-,-
2023-06-21 14:49:01,0,0,connectedRoaming,lte,0,-65,0,0,-64,-7,240,08,-,-
2023-06-21 14:49:11,0,0,connectedRoaming,lte,0,-69,0,0,-68,-11,240,08,-,-
2023-06-21 14:49:21,0,0,connectedRoaming,lte,0,-71,0,0,-70,-8,240,08,-,-
2023-06-21 14:49:32,0,0,connectedRoaming,lte,0,-81,0,0,-80,-8,240,08,-,-
2023-06-21 14:49:42,0,0,connectedRoaming,lte,0,-101,0,0,-101,-8,240,08,-,-
2023-06-21 14:49:52,0,0,connectedRoaming,lte,0,-105,0,0,-105,-7,240,08,-,-
2023-06-21 14:50:02,0,0,connectedRoaming,lte,0,-105,0,0,-105,-7,240,08,-,-
