timestamp,apn1,apn2,connection_state,technology,raw_rssi,rssi,ber,rscp,rsrp,rsrq,mcc,mnc,network_provider,operator
2023-06-21 12:07:04,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,-,-
2023-06-21 12:07:14,0,0,connectedRoaming,lte,0,-103,0,0,-102,-12,240,08,-,-
2023-06-21 12:07:24,0,0,connectedRoaming,lte,0,-103,0,0,-102,-12,240,08,-,-
2023-06-21 12:07:34,0,0,connectedRoaming,lte,0,-103,0,0,-102,-12,240,08,-,-
2023-06-21 12:07:44,0,0,connectedRoaming,lte,0,-103,0,0,-102,-12,240,08,-,-
2023-06-21 12:07:54,0,0,connectedRoaming,lte,0,-103,0,0,-102,-12,240,08,-,-
2023-06-21 12:08:04,0,0,connectedRoaming,lte,0,-103,0,0,-102,-12,240,08,-,-
2023-06-21 12:08:14,0,0,connectedRoaming,lte,0,-103,0,0,-102,-12,240,08,-,-
2023-06-21 12:08:24,0,0,connectedRoaming,lte,0,-101,0,0,-100,-12,240,08,-,-
2023-06-21 12:08:34,0,0,connectedRoaming,lte,0,-101,0,0,-100,-12,240,08,-,-
2023-06-21 12:08:44,0,0,connectedRoaming,lte,0,-101,0,0,-100,-12,240,08,-,-
2023-06-21 12:08:54,0,0,connectedRoaming,lte,0,-103,0,0,-102,-14,240,08,-,-
2023-06-21 12:09:04,0,0,connectedRoaming,lte,0,-101,0,0,-100,-13,240,08,-,-
2023-06-21 12:09:14,0,0,connectedRoaming,lte,0,-101,0,0,-100,-13,240,08,-,-
2023-06-21 12:09:24,0,0,connectedRoaming,lte,0,-101,0,0,-100,-13,240,08,-,-
2023-06-21 12:09:34,0,0,connectedRoaming,lte,0,-103,0,0,-102,-11,240,08,-,-
2023-06-21 12:09:44,0,0,connectedRoaming,lte,0,-101,0,0,-100,-12,240,08,-,-
2023-06-21 12:09:54,0,0,connectedRoaming,lte,0,-105,0,0,-104,-10,240,08,-,-
2023-06-21 12:10:04,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,-,-
2023-06-21 12:10:14,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,-,-
2023-06-21 12:10:24,0,0,connectedRoaming,lte,0,-105,0,0,-104,-10,240,08,-,-
2023-06-21 12:10:34,0,0,connectedRoaming,lte,0,-105,0,0,-104,-10,240,08,-,-
2023-06-21 12:10:44,0,0,connectedRoaming,lte,0,-107,0,0,-106,-13,240,08,-,-
2023-06-21 12:10:54,0,0,connectedRoaming,lte,0,-105,0,0,-104,-11,240,08,-,-
2023-06-21 12:11:04,0,0,connectedRoaming,lte,0,-105,0,0,-104,-11,240,08,-,-
2023-06-21 12:11:14,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,-,-
2023-06-21 12:11:24,0,0,connectedRoaming,lte,0,-101,0,0,-101,-10,240,08,-,-
2023-06-21 12:11:34,0,0,connectedRoaming,lte,0,-103,0,0,-103,-12,240,08,-,-
2023-06-21 12:11:44,0,0,connectedRoaming,lte,0,-103,0,0,-103,-12,240,08,-,-
2023-06-21 12:11:54,0,0,connectedRoaming,lte,0,-101,0,0,-101,-13,240,08,-,-
2023-06-21 12:12:04,0,0,connectedRoaming,lte,0,-101,0,0,-101,-13,240,08,-,-
2023-06-21 12:12:14,0,0,connectedRoaming,lte,0,-101,0,0,-101,-13,240,08,-,-
2023-06-21 12:12:24,0,0,connectedRoaming,lte,0,-103,0,0,-103,-11,240,08,-,-
2023-06-21 12:12:34,0,0,connectedRoaming,lte,0,-103,0,0,-103,-11,240,08,-,-
2023-06-21 12:12:44,0,0,connectedRoaming,lte,0,-103,0,0,-103,-11,240,08,-,-
2023-06-21 12:12:54,0,0,connectedRoaming,lte,0,-103,0,0,-103,-11,240,08,-,-
2023-06-21 12:13:04,0,0,connectedRoaming,lte,0,-103,0,0,-103,-11,240,08,-,-
