timestamp,apn1,apn2,connection_state,technology,raw_rssi,rssi,ber,rscp,rsrp,rsrq,mcc,mnc,network_provider,operator,coordinates
2023-06-30 09:13:21,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717309,13.215991"
2023-06-30 09:13:31,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717309,13.215991"
2023-06-30 09:13:41,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717309,13.215991"
2023-06-30 09:13:51,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717309,13.215991"
2023-06-30 09:14:01,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717309,13.215991"
2023-06-30 09:14:11,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717309,13.215991"
2023-06-30 09:14:21,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717309,13.215997"
2023-06-30 09:14:31,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:14:41,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:14:51,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:15:01,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:15:11,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:15:21,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:15:31,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:15:41,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:15:51,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:16:01,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:16:11,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:16:21,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:16:31,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:16:41,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:16:51,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
2023-06-30 09:17:01,0,0,connectedRoaming,lte,0,-61,0,0,-77,-3,240,02,,,"55.717302,13.216005"
