timestamp,apn1,apn2,connection_state,technology,raw_rssi,rssi,ber,rscp,rsrp,rsrq,mcc,mnc,network_provider,operator
2023-06-21 14:19:15,0,0,connectedRoaming,lte,0,-79,0,0,-78,-7,240,08,-,-
2023-06-21 14:19:25,0,0,connectedRoaming,lte,0,-79,0,0,-78,-7,240,08,-,-
2023-06-21 14:19:35,0,0,connectedRoaming,lte,0,-79,0,0,-78,-7,240,08,-,-
2023-06-21 14:19:46,0,0,connectedRoaming,lte,0,-79,0,0,-78,-7,240,08,-,-
2023-06-21 14:19:56,0,0,connectedRoaming,lte,0,-79,0,0,-78,-7,240,08,-,-
2023-06-21 14:20:06,0,0,connectedRoaming,lte,0,-79,0,0,-78,-7,240,08,-,-
2023-06-21 14:20:16,0,0,connectedRoaming,lte,0,-77,0,0,-76,-7,240,08,-,-
2023-06-21 14:20:26,0,0,connectedRoaming,lte,0,-79,0,0,-78,-8,240,08,-,-
2023-06-21 14:20:37,0,0,connectedRoaming,lte,0,-79,0,0,-78,-8,240,08,-,-
2023-06-21 14:20:47,0,0,connectedRoaming,lte,0,-79,0,0,-78,-9,240,08,-,-
2023-06-21 14:20:57,0,0,connectedRoaming,lte,0,-79,0,0,-78,-7,240,08,-,-
2023-06-21 14:21:07,0,0,connectedRoaming,lte,0,-75,0,0,-74,-11,240,08,-,-
2023-06-21 14:21:17,0,0,connectedRoaming,lte,0,-77,0,0,-77,-8,240,08,-,-
2023-06-21 14:21:28,0,0,connectedRoaming,lte,0,-81,0,0,-81,-7,240,08,-,-
2023-06-21 14:21:38,0,0,connectedRoaming,lte,0,-85,0,0,-85,-5,240,08,-,-
2023-06-21 14:21:48,0,0,connectedRoaming,lte,0,-95,0,0,-94,-7,240,08,-,-
2023-06-21 14:21:58,0,0,connectedRoaming,lte,0,-85,0,0,-84,-6,240,08,-,-
2023-06-21 14:22:08,0,0,connectedRoaming,lte,0,-77,0,0,-76,-5,240,08,-,-
2023-06-21 14:22:19,0,0,connectedRoaming,lte,0,-83,0,0,-83,-8,240,08,-,-
2023-06-21 14:22:29,0,0,connectedRoaming,lte,0,-83,0,0,-83,-7,240,08,-,-
2023-06-21 14:22:39,0,0,connectedRoaming,lte,0,-81,0,0,-81,-7,240,08,-,-
2023-06-21 14:22:49,0,0,connectedRoaming,lte,0,-83,0,0,-83,-7,240,08,-,-
2023-06-21 14:22:59,0,0,connectedRoaming,lte,0,-91,0,0,-90,-10,240,08,-,-
2023-06-21 14:23:10,0,0,connectedRoaming,lte,0,-81,0,0,-80,-8,240,08,-,-
2023-06-21 14:23:20,0,0,connectedRoaming,lte,0,-91,0,0,-91,-8,240,08,-,-
2023-06-21 14:23:30,0,0,connectedRoaming,lte,0,-101,0,0,-100,-11,240,08,-,-
2023-06-21 14:23:40,0,0,connectedRoaming,lte,0,-103,0,0,-103,-7,240,08,-,-
2023-06-21 14:23:51,0,0,connectedRoaming,lte,0,-99,0,0,-99,-7,240,08,-,-
2023-06-21 14:24:01,0,0,connectedRoaming,lte,0,-99,0,0,-99,-9,240,08,-,-
2023-06-21 14:24:11,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,-,-
2023-06-21 14:24:21,0,0,connectedRoaming,lte,0,-91,0,0,-90,-7,240,08,-,-
2023-06-21 14:24:31,0,0,connectedRoaming,lte,0,-91,0,0,-91,-6,240,08,-,-
2023-06-21 14:24:42,0,0,connectedRoaming,lte,0,-85,0,0,-84,-9,240,08,-,-
2023-06-21 14:24:52,0,0,connectedRoaming,lte,0,-103,0,0,-103,-8,240,08,-,-
2023-06-21 14:25:02,0,0,connectedRoaming,lte,0,-105,0,0,-104,-15,240,08,-,-
2023-06-21 14:25:12,0,0,connectedRoaming,lte,0,-105,0,0,-105,-15,240,08,-,-
2023-06-21 14:25:22,0,0,connectedRoaming,lte,0,-107,0,0,-107,-18,240,08,-,-
2023-06-21 14:25:33,0,0,connectedRoaming,lte,0,-95,0,0,-95,-14,240,08,-,-
2023-06-21 14:25:43,0,0,connectedRoaming,lte,0,-95,0,0,-94,-13,240,08,-,-
2023-06-21 14:25:53,0,0,connectedRoaming,lte,0,-105,0,0,-104,-10,240,08,-,-
2023-06-21 14:26:03,0,0,connectedRoaming,lte,0,-107,0,0,-107,-12,240,08,-,-
2023-06-21 14:26:13,0,0,connectedRoaming,lte,0,-109,0,0,-109,-12,240,08,-,-
2023-06-21 14:26:24,0,0,connectedRoaming,lte,0,-97,0,0,-96,-6,240,08,-,-
2023-06-21 14:26:34,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:26:44,0,0,connectedRoaming,wcdma,0,0,99,-90,0,0,240,08,-,-
2023-06-21 14:26:54,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:27:04,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:27:14,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:27:25,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:27:35,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:27:45,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:27:55,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:28:05,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:28:16,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:28:26,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:28:36,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:28:46,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:28:56,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:29:07,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:29:17,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:29:27,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:29:37,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:29:48,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:29:58,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:30:08,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:30:18,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:30:28,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:30:39,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:30:49,0,0,Not Connected,none,0,0,0,0,0,0,240,08,-,-
2023-06-21 14:30:59,0,0,connectedRoaming,wcdma,0,0,99,-51,0,0,240,08,-,-
2023-06-21 14:31:09,0,0,connectedRoaming,wcdma,0,0,99,-51,0,0,240,08,-,-
2023-06-21 14:31:19,0,0,connectedRoaming,wcdma,0,0,99,-51,0,0,240,08,-,-
2023-06-21 14:31:29,0,0,connectedRoaming,wcdma,0,0,99,-65,0,0,240,08,-,-
