timestamp,apn1,apn2,connection_state,technology,raw_rssi,rssi,ber,rscp,rsrp,rsrq,mcc,mnc,network_provider,operator,coordinates
2023-06-27 09:03:21,0,0,connectedRoaming,lte,0,-103,0,0,-103,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:03:31,0,0,connectedRoaming,lte,0,-105,0,0,-105,-9,240,08,,,"55.6759,12.5655"
2023-06-27 09:03:41,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:03:51,0,0,connectedRoaming,lte,0,-107,0,0,-107,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:04:01,0,0,connectedRoaming,lte,0,-107,0,0,-107,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:04:12,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:04:22,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:04:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:04:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:04:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:05:02,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:05:12,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:05:22,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:05:32,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:05:42,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:05:52,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:06:02,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:06:12,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:06:22,0,0,connectedRoaming,lte,0,-109,0,0,-108,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:06:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:06:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:06:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:07:02,0,0,connectedRoaming,lte,0,-109,0,0,-108,-14,240,08,,,"55.6759,12.5655"
2023-06-27 09:07:12,0,0,connectedRoaming,lte,0,-109,0,0,-108,-14,240,08,,,"55.6759,12.5655"
2023-06-27 09:07:22,0,0,connectedRoaming,lte,0,-109,0,0,-108,-14,240,08,,,"55.6759,12.5655"
2023-06-27 09:07:32,0,0,connectedRoaming,lte,0,-109,0,0,-108,-14,240,08,,,"55.6759,12.5655"
2023-06-27 09:07:42,0,0,connectedRoaming,lte,0,-109,0,0,-108,-14,240,08,,,"55.6759,12.5655"
2023-06-27 09:07:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:08:02,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:08:12,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:08:22,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:08:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:08:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:08:52,0,0,connectedRoaming,lte,0,-105,0,0,-104,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:09:02,0,0,connectedRoaming,lte,0,-107,0,0,-106,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:09:12,0,0,connectedRoaming,lte,0,-105,0,0,-104,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:09:22,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:09:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:09:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:09:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:10:02,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:10:12,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:10:22,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:10:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:10:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:10:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:11:02,0,0,connectedRoaming,lte,0,-109,0,0,-108,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:11:12,0,0,connectedRoaming,lte,0,-109,0,0,-108,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:11:22,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:11:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:11:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:11:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:12:02,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:12:12,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:12:22,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:12:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:12:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:12:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:13:02,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:13:12,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:13:22,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:13:32,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:13:42,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:13:52,0,0,connectedRoaming,lte,0,-107,0,0,-106,-12,240,08,,,"55.6759,12.5655"
2023-06-27 09:14:02,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:14:12,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:14:22,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:14:32,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:14:42,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:14:52,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:15:02,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:15:12,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:15:22,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:15:32,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:15:42,0,0,connectedRoaming,lte,0,-105,0,0,-105,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:15:52,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:16:02,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:16:12,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:16:22,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:16:32,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:16:42,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:16:52,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:17:02,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:17:12,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:17:22,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:17:32,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:17:42,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:17:52,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:18:02,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:18:12,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:18:22,0,0,connectedRoaming,lte,0,-107,0,0,-107,-11,240,08,,,"55.6759,12.5655"
2023-06-27 09:18:32,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:18:42,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:18:52,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:19:02,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:19:12,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:19:22,0,0,connectedRoaming,lte,0,-105,0,0,-105,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:19:32,0,0,connectedRoaming,lte,0,-105,0,0,-105,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:19:42,0,0,connectedRoaming,lte,0,-105,0,0,-105,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:19:52,0,0,connectedRoaming,lte,0,-105,0,0,-105,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:20:02,0,0,connectedRoaming,lte,0,-107,0,0,-107,-13,240,08,,,"55.6759,12.5655"
2023-06-27 09:20:12,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:20:22,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:20:32,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:20:42,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:20:52,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,,,"55.6759,12.5655"
2023-06-27 09:21:02,0,0,connectedRoaming,lte,0,-105,0,0,-105,-10,240,08,,,"55.6759,12.5655"
