timestamp,apn1,apn2,connection_state,technology,raw_rssi,rssi,ber,rscp,rsrp,rsrq,mcc,mnc,network_provider,operator
2023-06-21 14:32:13,0,0,connectedRoaming,wcdma,0,0,99,-56,0,0,240,08,-,-
2023-06-21 14:32:23,0,0,connectedRoaming,wcdma,0,0,99,-61,0,0,240,08,-,-
2023-06-21 14:32:33,0,0,connectedRoaming,wcdma,0,0,99,-61,0,0,240,08,-,-
2023-06-21 14:32:44,0,0,connectedRoaming,wcdma,0,0,99,-61,0,0,240,08,-,-
2023-06-21 14:32:54,0,0,connectedRoaming,wcdma,0,0,99,-57,0,0,240,08,-,-
2023-06-21 14:33:04,0,0,connectedRoaming,wcdma,0,0,99,-57,0,0,240,08,-,-
2023-06-21 14:33:14,0,0,connectedRoaming,wcdma,0,0,99,-57,0,0,240,08,-,-
2023-06-21 14:33:24,0,0,connectedRoaming,wcdma,0,0,99,-61,0,0,240,08,-,-
2023-06-21 14:33:35,0,0,connectedRoaming,wcdma,0,0,99,-55,0,0,240,08,-,-
2023-06-21 14:33:45,0,0,connectedRoaming,wcdma,0,0,99,-53,0,0,240,08,-,-
2023-06-21 14:33:55,0,0,connectedRoaming,wcdma,0,0,99,-53,0,0,240,08,-,-
2023-06-21 14:34:05,0,0,connectedRoaming,wcdma,0,0,99,-53,0,0,240,08,-,-
2023-06-21 14:34:15,0,0,connectedRoaming,wcdma,0,0,99,-55,0,0,240,08,-,-
2023-06-21 14:34:26,0,0,connectedRoaming,wcdma,0,0,99,-53,0,0,240,08,-,-
2023-06-21 14:34:36,0,0,connectedRoaming,wcdma,0,0,99,-54,0,0,240,08,-,-
2023-06-21 14:34:46,0,0,connectedRoaming,wcdma,0,0,99,-58,0,0,240,08,-,-
2023-06-21 14:34:56,0,0,connectedRoaming,wcdma,0,0,99,-65,0,0,240,08,-,-
2023-06-21 14:35:06,0,0,connectedRoaming,wcdma,0,0,99,-62,0,0,240,08,-,-
2023-06-21 14:35:17,0,0,connectedRoaming,wcdma,0,0,99,-60,0,0,240,08,-,-
